transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
45744,18/03/2023,8:53:08,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
45745,18/03/2023,8:55:01,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45746,18/03/2023,8:56:37,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
45747,18/03/2023,8:56:37,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45748,18/03/2023,8:57:02,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45749,18/03/2023,8:57:34,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
45750,18/03/2023,9:00:25,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45751,18/03/2023,9:00:28,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
45752,18/03/2023,9:01:04,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
45753,18/03/2023,9:01:04,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
45754,18/03/2023,9:02:37,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45755,18/03/2023,9:03:56,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45756,18/03/2023,9:03:56,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45757,18/03/2023,9:04:07,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45758,18/03/2023,9:04:12,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
45759,18/03/2023,9:05:09,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45760,18/03/2023,9:05:11,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45761,18/03/2023,9:05:28,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45762,18/03/2023,9:07:20,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45763,18/03/2023,9:08:20,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45764,18/03/2023,9:12:41,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45765,18/03/2023,9:12:57,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45766,18/03/2023,9:13:12,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45767,18/03/2023,9:13:12,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45768,18/03/2023,9:14:55,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45769,18/03/2023,9:15:15,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
45770,18/03/2023,9:15:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45771,18/03/2023,9:15:47,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45772,18/03/2023,9:15:47,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
45773,18/03/2023,9:16:14,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45774,18/03/2023,9:18:48,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
45775,18/03/2023,9:18:48,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint
45776,18/03/2023,9:21:28,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45777,18/03/2023,9:21:55,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45778,18/03/2023,9:22:09,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45779,18/03/2023,9:22:22,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45780,18/03/2023,9:22:22,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
45781,18/03/2023,9:22:24,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
45782,18/03/2023,9:22:24,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45783,18/03/2023,9:24:55,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45784,18/03/2023,9:25:19,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
45785,18/03/2023,9:28:49,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45786,18/03/2023,9:29:20,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45787,18/03/2023,9:29:20,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45788,18/03/2023,9:31:01,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45789,18/03/2023,9:31:18,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45790,18/03/2023,9:31:18,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
45791,18/03/2023,9:32:18,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45792,18/03/2023,9:32:18,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
45793,18/03/2023,9:32:57,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45794,18/03/2023,9:32:57,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45795,18/03/2023,9:34:20,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
45796,18/03/2023,9:34:59,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45797,18/03/2023,9:35:03,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45798,18/03/2023,9:35:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45799,18/03/2023,9:35:56,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45800,18/03/2023,9:36:02,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45801,18/03/2023,9:36:21,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45802,18/03/2023,9:36:33,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45803,18/03/2023,9:36:38,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45804,18/03/2023,9:36:38,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
45805,18/03/2023,9:37:10,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45806,18/03/2023,9:38:27,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
45807,18/03/2023,9:39:52,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45808,18/03/2023,9:43:19,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45809,18/03/2023,9:43:19,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
45810,18/03/2023,9:44:21,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
45811,18/03/2023,9:44:21,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
45812,18/03/2023,9:44:21,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
45813,18/03/2023,9:45:14,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45814,18/03/2023,9:45:14,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
45815,18/03/2023,9:46:31,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45816,18/03/2023,9:46:31,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45817,18/03/2023,9:46:40,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45818,18/03/2023,9:47:01,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45819,18/03/2023,9:47:01,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
45820,18/03/2023,9:47:46,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
45821,18/03/2023,9:48:12,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
45822,18/03/2023,9:48:12,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
45823,18/03/2023,9:48:23,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45824,18/03/2023,9:48:23,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
45825,18/03/2023,9:48:23,1,5,Lower Manhattan,8,45,Coffee beans,Premium Beans,Civet Cat
45826,18/03/2023,9:49:12,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45827,18/03/2023,9:49:26,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
45828,18/03/2023,9:49:26,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45829,18/03/2023,9:49:28,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
45830,18/03/2023,9:50:35,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45831,18/03/2023,9:52:54,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
45832,18/03/2023,9:52:54,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45833,18/03/2023,9:53:49,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
45834,18/03/2023,9:53:49,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
45835,18/03/2023,9:54:03,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45836,18/03/2023,9:54:08,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
45837,18/03/2023,9:54:08,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
45838,18/03/2023,9:54:29,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45839,18/03/2023,9:54:47,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45840,18/03/2023,9:54:48,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45841,18/03/2023,9:54:48,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
45842,18/03/2023,9:55:20,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45843,18/03/2023,9:56:27,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45844,18/03/2023,9:57:29,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
45845,18/03/2023,9:58:50,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
45846,18/03/2023,9:58:50,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
45847,18/03/2023,10:00:59,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45848,18/03/2023,10:01:01,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45849,18/03/2023,10:01:01,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
45850,18/03/2023,10:01:23,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45851,18/03/2023,10:02:18,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45852,18/03/2023,10:02:39,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45853,18/03/2023,10:04:20,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45854,18/03/2023,10:04:23,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
45855,18/03/2023,10:04:23,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45856,18/03/2023,10:04:23,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
45857,18/03/2023,10:04:58,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45858,18/03/2023,10:05:10,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
45859,18/03/2023,10:05:10,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45860,18/03/2023,10:05:33,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
45861,18/03/2023,10:06:07,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45862,18/03/2023,10:07:46,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45863,18/03/2023,10:07:46,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
45864,18/03/2023,10:07:49,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45865,18/03/2023,10:09:41,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45866,18/03/2023,10:09:41,1,8,Hell's Kitchen,13,8.95,Loose Tea,Black tea,English Breakfast
45867,18/03/2023,10:10:54,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45868,18/03/2023,10:10:54,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
45869,18/03/2023,10:10:54,1,3,Astoria,82,12,Branded,Housewares,I Need My Bean! Diner mug
45870,18/03/2023,10:12:46,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45871,18/03/2023,10:12:53,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45872,18/03/2023,10:12:53,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
45873,18/03/2023,10:12:53,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
45874,18/03/2023,10:13:54,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45875,18/03/2023,10:13:54,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45876,18/03/2023,10:14:19,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45877,18/03/2023,10:14:59,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45878,18/03/2023,10:14:59,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45879,18/03/2023,10:15:27,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45880,18/03/2023,10:15:30,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45881,18/03/2023,10:15:30,1,8,Hell's Kitchen,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast
45882,18/03/2023,10:17:14,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45883,18/03/2023,10:18:18,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
45884,18/03/2023,10:18:18,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45885,18/03/2023,10:18:18,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
45886,18/03/2023,10:18:18,1,3,Astoria,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend
45887,18/03/2023,10:18:47,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45888,18/03/2023,10:19:25,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45889,18/03/2023,10:20:07,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45890,18/03/2023,10:20:28,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45891,18/03/2023,10:20:33,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
45892,18/03/2023,10:22:08,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45893,18/03/2023,10:22:15,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
45894,18/03/2023,10:22:42,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45895,18/03/2023,10:22:42,1,5,Lower Manhattan,11,8.95,Loose Tea,Herbal tea,Lemon Grass
45896,18/03/2023,10:22:54,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45897,18/03/2023,10:23:39,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45898,18/03/2023,10:24:05,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45899,18/03/2023,10:25:07,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45900,18/03/2023,10:25:36,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
45901,18/03/2023,10:26:20,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45902,18/03/2023,10:26:31,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45903,18/03/2023,10:30:01,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45904,18/03/2023,10:30:01,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
45905,18/03/2023,10:31:43,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45906,18/03/2023,10:31:43,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
45907,18/03/2023,10:32:07,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45908,18/03/2023,10:32:07,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
45909,18/03/2023,10:32:22,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45910,18/03/2023,10:32:22,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
45911,18/03/2023,10:32:59,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45912,18/03/2023,10:32:59,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
45913,18/03/2023,10:33:19,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
45914,18/03/2023,10:33:22,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45915,18/03/2023,10:36:18,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45916,18/03/2023,10:36:18,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45917,18/03/2023,10:37:51,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45918,18/03/2023,10:37:51,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45919,18/03/2023,10:37:59,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45920,18/03/2023,10:38:13,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
45921,18/03/2023,10:38:34,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45922,18/03/2023,10:39:21,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45923,18/03/2023,10:39:28,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
45924,18/03/2023,10:39:28,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45925,18/03/2023,10:40:20,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
45926,18/03/2023,10:40:20,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
45927,18/03/2023,10:40:22,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
45928,18/03/2023,10:40:25,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45929,18/03/2023,10:40:25,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
45930,18/03/2023,10:40:25,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
45931,18/03/2023,10:40:29,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
45932,18/03/2023,10:41:23,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
45933,18/03/2023,10:42:44,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45934,18/03/2023,10:43:15,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45935,18/03/2023,10:43:53,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45936,18/03/2023,10:43:53,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
45937,18/03/2023,10:43:56,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
45938,18/03/2023,10:44:38,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
45939,18/03/2023,10:44:38,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
45940,18/03/2023,10:45:09,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45941,18/03/2023,10:45:57,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
45942,18/03/2023,10:46:43,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
45943,18/03/2023,10:47:00,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
45944,18/03/2023,10:47:43,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
45945,18/03/2023,10:47:59,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
45946,18/03/2023,10:47:59,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
45947,18/03/2023,10:48:02,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45948,18/03/2023,10:48:35,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45949,18/03/2023,10:48:35,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45950,18/03/2023,10:51:05,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
45951,18/03/2023,10:52:33,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45952,18/03/2023,10:52:33,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
45953,18/03/2023,10:53:09,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45954,18/03/2023,10:54:22,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
45955,18/03/2023,10:55:25,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
45956,18/03/2023,10:55:25,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
45957,18/03/2023,10:55:31,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
45958,18/03/2023,10:55:57,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
45959,18/03/2023,10:57:45,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45960,18/03/2023,10:57:45,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
45961,18/03/2023,10:58:49,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
45962,18/03/2023,10:59:45,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
45963,18/03/2023,10:59:45,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
45964,18/03/2023,11:02:46,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
45965,18/03/2023,11:02:46,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
45966,18/03/2023,11:02:55,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
45967,18/03/2023,11:11:26,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
45968,18/03/2023,11:11:47,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45969,18/03/2023,11:13:08,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
45970,18/03/2023,11:13:42,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
45971,18/03/2023,11:13:55,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
45972,18/03/2023,11:13:55,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
45973,18/03/2023,11:13:55,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
45974,18/03/2023,11:14:55,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
45975,18/03/2023,11:17:24,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
45976,18/03/2023,11:20:24,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
45977,18/03/2023,11:20:24,1,8,Hell's Kitchen,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown
45978,18/03/2023,11:22:30,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
45979,18/03/2023,11:23:03,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
45980,18/03/2023,11:25:21,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45981,18/03/2023,11:29:36,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
45982,18/03/2023,11:30:26,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
45983,18/03/2023,11:36:00,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
